id,desc,cover,video_addr,author_id,author_name,digg_count,share_count,comment_count,play_count,collect_count,tag_list,is_verify,author_signature,author_follower,author_heart_count,author_video_count,author_digg_count,create_time,duration,music_title,music_url,music_author
7378012316299758881,Most Beautiful Places in China #china #travel #travellife #explore ,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/oIjrwLAmiw29PK7mB0aLZI9iEBNBzSPZvTIaE?lk3s=b59d6b55&x-expires=1729609200&x-signature=dedMAqT%2B3%2FiGSmkABuNgW2knZ9A%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Beautiful World 🌍/video/7378012316299758881,7280526393799230497,Beautiful World 🌍,577400,36900,6992,13300000,66000,china travel travellife explore ,false,"Our beautiful world 🌳☘️
Previous account had 1M followers 🥹",246900,4000000,68,1607,2024-06-08 14:16:21,60,Sail,,AWOLNATION
7404459241152564513,"Live concert in Deserts, China #chinatravel #lifeinchina ",https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/ogPzABUriJHiw37ARoLEYvsQIYqbBhAwCfuINn?lk3s=b59d6b55&x-expires=1729609200&x-signature=zS3QqMNpekOHT6OeTtCtM0Nk5%2FM%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Rach___1/video/7404459241152564513,7404455939720266784,Rach___1,83800,8420,1215,1100000,8350,chinatravel lifeinchina ,false,Follow me to explore the life in China🎉🎉🎉🎉,895,86900,10,1,2024-08-18 20:43:40,13,原聲,,Rach___1
7359269699919678721,"You must visit this viral valley in China this 2024 🏮 This is📍Wangxian Valley, Jiangxi, China, a newly built scenic spot inspired by the Chinese ancient town architecture. This might not be a real ancient town but is a perfect place to travel in China for documenting, taking photos and fly your drone. How to get there? 🚄 2.5 hours Shanghai to Shangrao + 1 hour by car 🏨 Only two hotels inside the scenic area and more options at the nearest town. 💲Entrance ticket is 100rmb 🕣 Open hours 8:00-22:00 ☀️Best time to go: Spring and autumn, during summer can be very hot and crowded. Also avoid national holidays. 🏩 Looking for hotels? Send me a DM and l share the hotel I stayed at (no collaborations) and other options for foreigners. Do you have more questions? feel free to ask 🥰 . . #chinatravel #travelguide #wangxian #travelinchina #travelblogger #travelitinerary #shangrao #travel #travelitinerary #china ",https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/b0d2c7cf29e143dabbc9a3908d19c176_1713463520?lk3s=b59d6b55&x-expires=1729609200&x-signature=fH5UFsM1BX%2BYv5QkTOAES%2FhPncA%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Cynthia | Travel Muse/video/7359269699919678721,6715153203896796166,Cynthia | Travel Muse,12800,2307,190,228900,6581,chinatravel travelguide wangxian travelinchina travelblogger travelitinerary shangrao travel travelitinerary china ,false,"Travels & Abroad stories
6 yrs Shanghai now Barcelona
Get my🇨🇳Travel Guides 👇",39200,1800000,677,6502,2024-04-19 02:05:18,39,Mia & Sebastian's Theme (from La La Land) - Piano Version,,your movie soundtrack
7373688271584398610,Boarding China's LOWEST CLASS Train 🇨🇳 (STANDING CLASS) #China #ChinaTravel #Chongqing #chinatiktok #Chinese,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIfSAUdITJEhqA6MAuAIrmfLWeBpiREoDGyEAn?lk3s=b59d6b55&x-expires=1729609200&x-signature=j1jLYuW5YF1TW78KmOweGWDu1nI%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Jack Aynsley Travel 🌏/video/7373688271584398610,6785354145563771905,Jack Aynsley Travel 🌏,45400,979,924,1900000,1710,china chinatravel chongqing chinatiktok chinese ,false,"26 Year Old Travel Vlogger
YOUTUBE: Jack Aynsley Travel",359800,9400000,258,458,2024-05-27 22:41:56,186,original sound - Jack Aynsley Travel 🌏,,Jack Aynsley Travel 🌏
7411931648469503265,More than 1000 drones show in #深圳 #shenzhen #chinatravel #drone ,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/f87cf59bd4114c97b33d177694af95c8_1725724825?lk3s=b59d6b55&x-expires=1729609200&x-signature=BRlcQNHQwMvq6Dnf5f9C4XSKr2Y%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@YOU^_^/video/7411931648469503265,7318505949437838368,YOU^_^,40000,2783,868,510300,5212,深圳 shenzhen chinatravel drone ,false,"Sharing China Travel
and Chinese culture",2121,68000,131,22,2024-09-08 00:00:22,28,原创音乐,,YOU^_^
7385112814437829921,China is so UNDERRATED 🇨🇳❤️ #china #beijing #shanghai #travel ,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/d7da0bcbf6ab436aa70510d393909821_1719480585?lk3s=b59d6b55&x-expires=1729609200&x-signature=DCs4auSElan7vqmBZqX7ovCuSVM%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Julizng/video/7385112814437829921,6882400061335192582,Julizng,513200,28200,9697,5600000,51400,china beijing shanghai travel ,false,"✈️🗺️🍭
Eᴀᴛ•ᴛʀᴀᴠᴇʟ•ʜᴀᴠᴇ ғᴜɴ",8561,915900,133,2715,2024-06-27 17:29:42,22,No Reason,,Ryan.B & effie
7223551403208346886,A foggy night in Qingdao Third Sea Bathing Beach. #fyp #china #qingdao #tsingtao #fog #cyberpunk #bladerunner2049 #中国 #beach #traveltiktok #traveltok #aesthetic #citylife #nightlife ,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/1fa94e12aee4451990d7c86b79d935f1_1681864129?lk3s=b59d6b55&x-expires=1729609200&x-signature=o%2FILMXWm%2BcJBJUXDr3EjZ5V4hjU%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@‍/video/7223551403208346886,7162585896011891718,‍,1900000,111400,8347,8500000,357300,fyp china qingdao tsingtao fog cyberpunk bladerunner2049 中国 beach traveltiktok traveltok aesthetic citylife nightlife ,false,🌃,294800,16500000,69,1835,2023-04-19 08:28:48,8,original sound,,__windowmaker__2
7417865142324464926,Part 5 | Spend a day with me in China 🇨🇳Solo Trip edition very very crazy day😭😭#blackgirltravel #traveltiktok #solotravel #thingstodoinchina  #rawhairextensions #clothingbrandmanufacturer,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-p-0068-tx2/79f8396236414e1cbe708a27ddd3035d_1727106343~tplv-dmt-logom:tos-useast8-i-0068-tx2/oIZBfAD4GjDIRFjfNkxeoAqIAEsxEp4IAAlxEg.image?lk3s=b59d6b55&x-expires=1729609200&x-signature=kmdOecHQyp0M4Z3%2F5zU9%2BxKwPag%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@misscuddy/video/7417865142324464926,6877480763371717638,misscuddy,31400,756,447,214000,1886,blackgirltravel traveltiktok solotravel thingstodoinchina rawhairextensions clothingbrandmanufacturer ,false,"🇳🇬📍LA
Beauty, Fashion, & Travel
 💌missscuddy@gmail.com",28300,5700000,1766,164600,2024-09-23 23:45:38,332,original sound,,misscuddy
7424179755009985838,Why is commuting to work in Chongqing so hard?  #chongqing #重庆 #chinatravel #cyberpunk,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-p-0068-tx/c5d8c2fa7f904322b6e4f344343e8f53_1728576558~tplv-dmt-logom:tos-useast5-i-0068-tx/osAAHICOkEoAAj8QwGPfEFfDADajwfIobgZhqA.image?lk3s=b59d6b55&x-expires=1729609200&x-signature=TDZLOc8Tm78pPTE2Ry5NLljPXVU%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Jackson/video/7424179755009985838,7391034146656666666,Jackson,3800000,555400,25500,33700000,264400,chongqing 重庆 chinatravel cyberpunk ,false,"Exploring the Cyberpunk City Chongqing.
Photographer /travel guide
Dm for rates",223700,6700000,17,219,2024-10-11 00:09:17,54,original sound,,Jackson
7390282667322936622,144-hour visa-free，mysterious scenery of China，foreign netizens have been eager to Chian Travel，how many have you been?#chinatravel ,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/owezAPGkinvioyjAJwUER6r9IMGMBBBwCvYIZp?lk3s=b59d6b55&x-expires=1729609200&x-signature=aWLBnZsZqHuB3%2B5gqlv7KQf187g%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@China.Travel/video/7390282667322936622,7386613588431897642,China.Travel,8907,1812,724,202900,1598,chinatravel ,false,,897,8907,1,0,2024-07-11 15:51:19,27,original sound,,China.Travel
7270154631227952417,The Last Place will shock you in China 😨⚡️ FREE Travel Secrets in Bio! #traveling #socialmedia #instagramvsreality  • 🎥 Appreciate the great work of @sakiswp | @khanjipeerwala | @onihoironi | @daianadaiana • DM us pleasw for credits or removal 🙏,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/oMYJRMSZkIPRE6DZjB5ebHcDQJnDBOAtXQbeko?lk3s=b59d6b55&x-expires=1729609200&x-signature=sKAhrVbD1FHxwwsCvyHBUbUKOos%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Hotels/video/7270154631227952417,7183108781914850309,Hotels,285100,2217,1137,10200000,23600,traveling socialmedia instagramvsreality ,false,"🌴 Curated Hotels & Experiences
⬇️ See it on Social. Book it on Travly",1800000,56500000,335,397,2023-08-22 22:33:07,15,original sound,,Hotels
7427504806853463304,shanghai has my heart 💌 #china #shanghai #chinese #上海 #中国 #chinatravel #studyabroad #internationalstudent #travel #traveltiktok ,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIIBnEB8zKdeEBkp5gYBXKiAiUUETjIEXgfiRz?lk3s=b59d6b55&x-expires=1729609200&x-signature=3s4L8y3uV1pCRFnd0CTjS99mMx8%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@nami ✮⋆˙/video/7427504806853463304,6847422062328349701,nami ✮⋆˙,30400,2905,115,125800,2665,china shanghai chinese 上海 中国 chinatravel studyabroad internationalstudent travel traveltiktok ,false,"shanghai ✮ nyu ✮ aesthetics

🍒 more from IG: namuuntur
💌 email me for collabs!",16500,788400,39,10900,2024-10-19 23:12:09,11,nights like this,,✿
7360721517522472224,"🥺🤯📍Zhangjiajie, China  #zhangjiajie #china #travelchina ",https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/oI0AA7PfgmazihAxESTBIiNBoi5Cn9CcIvEiIB?lk3s=b59d6b55&x-expires=1729609200&x-signature=p3Z8ZtxIP%2FecjFq9AmEr%2F9ra1H0%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@TrainPal/video/7360721517522472224,7160948651785847814,TrainPal,577800,57700,3956,7900000,64100,zhangjiajie china travelchina ,true,"🚄 Travel further for less 🚄
🔥Live Event Now On Fire🔥",945300,64400000,450,775,2024-04-22 23:58:56,15,original sound,,TrainPal
7427138539545971974,"What a condition 😫😅🇨🇳! They said we are beautiful, i think they dont see black people often. #chinatiktok #beijing #travel #asia #chinatravel ",https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/1ce6d7fd351d4906a46582e3458e0763_1729265459?lk3s=b59d6b55&x-expires=1729609200&x-signature=l04bxtsPIErUkQtMSGnUGOs6v9c%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Drezel Simmonds/video/7427138539545971974,6807458647435756550,Drezel Simmonds,32500,4509,688,179600,782,chinatiktok beijing travel asia chinatravel ,false,"My weirdest self ❤️
Entrepreneur
 Bsc. Banking and Finance & Economics 👩🏾‍🎓",80400,3000000,342,40800,2024-10-18 23:30:55,27,Funny Song,,Funny Song Studio & Sounds Reel
7269592523964714273,Wangxian Valley — the land of dreams ☁️ #china #coolplaces #ancientvillage #jiangxi #traveldestination #valley #chinatravel #chinatrip #chinesevillage #chinesewithmia #mia_yilin #江西 #江南 #jiangnan #chineseculture #relaxing #traveltiktok #travelphotography #vacationspots #traveltips #cdrama #wuxia #xianxia #historicaldrama #lovebetweenfairyanddevil #theuntamed #lovelikethegalaxy #eternallove #thestoryofminglan #shangrao #上饶 #wangxianvalley #望仙谷 #learnontiktok #traveltheworld ,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/11d422e0b5cd4c859b0e987f7ec14b71_1692583956?lk3s=b59d6b55&x-expires=1729609200&x-signature=F68NW5Vo3s%2B6Sypnq%2BxCEvbLIbw%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Explore China/video/7269592523964714273,6794435731802178566,Explore China,208000,30200,1478,2700000,64500,china coolplaces ancientvillage jiangxi traveldestination valley chinatravel chinatrip chinesevillage chinesewithmia mia_yilin 江西 江南 jiangnan chineseculture relaxing traveltiktok travelphotography vacationspots traveltips cdrama wuxia xianxia historicaldrama lovebetweenfairyanddevil theuntamed lovelikethegalaxy eternallove thestoryofminglan shangrao 上饶 wangxianvalley 望仙谷 learnontiktok traveltheworld ,false,"Travel | Culture | Language 🧧
chinesewithmia@gmail.com 📧",514100,17400000,535,32300,2023-08-21 10:12:33,40,original sound,,Explore China
7385423051594288416,First time getting to go to Haidilao was awesome! #china #shanghai #chinatrip #shanghaitrip #chinatravel #haidilao #hotpot ,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/9491239990c14963bae3fd6267d42e5a_1719552840?lk3s=b59d6b55&x-expires=1729609200&x-signature=miXuNWrfs%2FkJnzIu%2BbtkS0mDe2s%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@🌸Lydia🌸/video/7385423051594288416,7342908029523067937,🌸Lydia🌸,1600000,103300,2828,6800000,79600,china shanghai chinatrip shanghaitrip chinatravel haidilao hotpot ,false,"30, from Germany. travels, fashion, language learning 
🔜china
Cosplay:@Lydia",3588,1800000,173,1487,2024-06-28 13:33:57,5,original sound,,🌸Lydia🌸
7259011118155320603,Bamboo Fountain in Chengdu #cyberpunk #resonance #vibes #nightcity #bladerunner2049 #neonlights #future #cityview #travel #china #fyp #chengdu ,https://p16-sign-useast2a.tiktokcdn.com/obj/tos-useast2a-p-0037-euttp/2415dade4bc2479f910ff82ab7a55488_1690120243?lk3s=b59d6b55&x-expires=1729609200&x-signature=fH8wq9xXWGhoLIZx3FcUyfJWdVE%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@City views🏙️/video/7259011118155320603,7150162417015194625,City views🏙️,1700000,155100,9167,9000000,321500,cyberpunk resonance vibes nightcity bladerunner2049 neonlights future cityview travel china fyp chengdu ,false,,635800,26700000,176,3587,2023-07-23 21:50:40,8,Home Resonance,,Stay a while
7325155006091447558,📍Shenzhen - China 🇨🇳 #explore #thingstodo #tourista2023 #reels #shorts #travel #vacation #tourism #voyage #viral #viralvideo #fypシ #pourtoi #foryou #bestdestinations #luxurytravel #traveltiktok #traveling #europe #tiktoklife #tiktoklongs #china #shenzhen #night ,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/71d85f40f435478cac61f92b9d2b881f_1705520565?lk3s=b59d6b55&x-expires=1729609200&x-signature=oFegjuCHmnr3PJu4XOKdjDZwElQ%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@Tourista/video/7325155006091447558,7183413350088344582,Tourista,30500,4072,1162,956300,2907,explore thingstodo tourista2023 reels shorts travel vacation tourism voyage viral viralvideo fypシ pourtoi foryou bestdestinations luxurytravel traveltiktok traveling europe tiktoklife tiktoklongs china shenzhen night ,false,"Tiktok Travel
The only account",569100,5000000,498,370,2024-01-18 03:42:40,33,son original,,Musica+
7427439057065561350,welcome to China🇨🇳，武汉欢迎你！#china #中国 #中国旅游 #城市 #旅行 #风景 #旅行推荐官 #旅行vlog #度假 #旅游 #世界 #武汉 #wuhan ,https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/oYmITAe4ySDWpIIOoJLeCCg0hkdlDtEfjxGJIR?lk3s=b59d6b55&x-expires=1729609200&x-signature=5VhCLNMOZL0SDfVz3dvJkflgbB4%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@爱旅行的宝哥/video/7427439057065561350,7366795570041766918,爱旅行的宝哥,1073,75,43,15500,112,china 中国 中国旅游 城市 旅行 风景 旅行推荐官 旅行vlog 度假 旅游 世界 武汉 wuhan ,false,"感谢关注！爱旅行，爱分享！
如果你喜欢我，就交个朋友吧！
致力于中国🇨🇳风景的介绍和推广！

Email:247664774@qq.com",56800,932600,438,21200,2024-10-19 18:57:09,25,原创音乐,,爱旅行的宝哥
7427795635467816238,Day 2 in China and I don’t know the name of the second sarea after The Forbidden City or the name of the noodle spot haha #china #theforbiddencity #summerpalace #beijing #travel #traveltiktok #chinatiktok ,https://p16-pu-sign-useast8.tiktokcdn-us.com/obj/tos-useast5-p-0068-tx/98a0cfc7607c474e9ab171195232c787_1729418462?lk3s=b59d6b55&x-expires=1729609200&x-signature=Q6PvijNXpRvSWs96kYLA6rNevww%3D&shp=b59d6b55&shcp=-,https://www.tiktok.com/@mimi ngo/video/7427795635467816238,6782748794229900294,mimi ngo,31,1,6,595,2,china theforbiddencity summerpalace beijing travel traveltiktok chinatiktok ,false,"🇨🇦 in 🇺🇸 |👩🏻‍💻@TikTok | tennis 🎾
tok to me nice
📧mimi.mngo@gmail.com",15500,1400000,574,17800,2024-10-20 18:01:00,72,No Reason,,Ryan.B & effie
